id,flight_iata,airline_name,dep_iata,arr_iata,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,flight_status,ingestion_time
1560,6E574,IndiGo,BLR,SAG,2026-05-28 11:05:00,2026-05-28 11:47:00,2026-05-28 12:45:00,,active,2026-05-29 13:46:47.316019
1561,IC5402,Fly91,BLR,NDC,2026-05-28 11:00:00,,2026-05-28 12:50:00,,scheduled,2026-05-29 13:46:47.316019
1562,AI2406,Air India,BLR,DEL,2026-05-28 11:00:00,2026-05-28 11:14:00,2026-05-28 14:00:00,2026-05-28 13:47:00,landed,2026-05-29 13:46:47.316019
1563,6E7711,IndiGo,BLR,TRZ,2026-05-28 10:55:00,2026-05-28 11:09:00,2026-05-28 12:10:00,,active,2026-05-29 13:46:47.316019
1564,MH5572,Malaysia Airlines,BLR,TRZ,2026-05-28 10:55:00,2026-05-28 11:09:00,2026-05-28 12:10:00,,active,2026-05-29 13:46:47.316019
1565,JL9292,Japan Airlines,BLR,TRZ,2026-05-28 10:55:00,2026-05-28 11:09:00,2026-05-28 12:10:00,,active,2026-05-29 13:46:47.316019
1566,6E7071,IndiGo,BLR,VGA,2026-05-28 10:55:00,2026-05-28 11:01:00,2026-05-28 12:35:00,2026-05-28 12:29:00,landed,2026-05-29 13:46:47.316019
1567,IX1385,Air India Express,BLR,SXR,2026-05-28 10:55:00,2026-05-28 10:59:00,2026-05-28 14:30:00,2026-05-28 14:19:00,landed,2026-05-29 13:46:47.316019
1568,AI9544,Air India,BLR,SXR,2026-05-28 10:55:00,2026-05-28 10:59:00,2026-05-28 14:30:00,2026-05-28 14:19:00,landed,2026-05-29 13:46:47.316019
1569,6E904,IndiGo,BLR,MAA,2026-05-28 10:50:00,2026-05-28 11:05:00,2026-05-28 11:45:00,2026-05-28 11:47:00,landed,2026-05-29 13:46:47.316019
1570,VS8439,Virgin Atlantic,BLR,MAA,2026-05-28 10:50:00,2026-05-28 11:05:00,2026-05-28 11:45:00,2026-05-28 11:47:00,landed,2026-05-29 13:46:47.316019
1571,QF5123,Qantas,BLR,MAA,2026-05-28 10:50:00,2026-05-28 11:05:00,2026-05-28 11:45:00,2026-05-28 11:47:00,landed,2026-05-29 13:46:47.316019
1572,JL9061,Japan Airlines,BLR,MAA,2026-05-28 10:50:00,2026-05-28 11:05:00,2026-05-28 11:45:00,2026-05-28 11:47:00,landed,2026-05-29 13:46:47.316019
1573,BA8298,British Airways,BLR,MAA,2026-05-28 10:50:00,2026-05-28 11:05:00,2026-05-28 11:45:00,2026-05-28 11:47:00,landed,2026-05-29 13:46:47.316019
1574,AF6500,Air France,BLR,MAA,2026-05-28 10:50:00,2026-05-28 11:05:00,2026-05-28 11:45:00,2026-05-28 11:47:00,landed,2026-05-29 13:46:47.316019
1575,6E175,IndiGo,BLR,DEL,2026-05-28 10:45:00,2026-05-28 10:52:00,2026-05-28 13:35:00,2026-05-28 13:19:00,landed,2026-05-29 13:46:47.316019
1576,VS8371,Virgin Atlantic,BLR,DEL,2026-05-28 10:45:00,2026-05-28 10:52:00,2026-05-28 13:35:00,2026-05-28 13:19:00,landed,2026-05-29 13:46:47.316019
1577,QF4202,Qantas,BLR,DEL,2026-05-28 10:45:00,2026-05-28 10:52:00,2026-05-28 13:35:00,2026-05-28 13:19:00,landed,2026-05-29 13:46:47.316019
1578,JL9202,Japan Airlines,BLR,DEL,2026-05-28 10:45:00,2026-05-28 10:52:00,2026-05-28 13:35:00,2026-05-28 13:19:00,landed,2026-05-29 13:46:47.316019
1579,BA8287,British Airways,BLR,DEL,2026-05-28 10:45:00,2026-05-28 10:52:00,2026-05-28 13:35:00,2026-05-28 13:19:00,landed,2026-05-29 13:46:47.316019
1580,IX1501,Air India Express,BLR,HYD,2026-05-28 10:45:00,2026-05-28 11:07:00,2026-05-28 12:05:00,2026-05-28 12:07:00,landed,2026-05-29 13:46:47.316019
1581,AI9568,Air India,BLR,HYD,2026-05-28 10:45:00,2026-05-28 11:07:00,2026-05-28 12:05:00,2026-05-28 12:07:00,landed,2026-05-29 13:46:47.316019
1582,KL3696,KLM,BLR,ATQ,2026-05-28 07:45:00,2026-05-28 07:48:00,2026-05-28 10:50:00,2026-05-28 11:02:00,landed,2026-05-29 13:46:47.316019
1583,VS9442,Virgin Atlantic,BLR,ATQ,2026-05-28 07:45:00,2026-05-28 07:48:00,2026-05-28 10:50:00,2026-05-28 11:02:00,landed,2026-05-29 13:46:47.316019
1584,JL9741,Japan Airlines,BLR,ATQ,2026-05-28 07:45:00,2026-05-28 07:48:00,2026-05-28 10:50:00,2026-05-28 11:02:00,landed,2026-05-29 13:46:47.316019
1585,BA8838,British Airways,BLR,ATQ,2026-05-28 07:45:00,2026-05-28 07:48:00,2026-05-28 10:50:00,2026-05-28 11:02:00,landed,2026-05-29 13:46:47.316019
1586,AI9594,Air India,BLR,NAG,2026-05-28 08:30:00,2026-05-28 08:38:00,2026-05-28 10:20:00,,active,2026-05-29 13:46:47.316019
1587,VS8269,Virgin Atlantic,BLR,NAG,2026-05-28 08:20:00,2026-05-28 08:23:00,2026-05-28 09:55:00,2026-05-28 09:45:00,landed,2026-05-29 13:46:47.316019
1588,QF8915,Qantas,BLR,NAG,2026-05-28 08:20:00,2026-05-28 08:23:00,2026-05-28 09:55:00,2026-05-28 09:45:00,landed,2026-05-29 13:46:47.316019
1589,KL4530,KLM,BLR,LKO,2026-05-28 07:20:00,2026-05-28 07:32:00,2026-05-28 09:50:00,2026-05-28 09:40:00,landed,2026-05-29 13:46:47.316019
1590,AI9574,Air India,BLR,HYD,2026-05-28 08:25:00,2026-05-28 08:50:00,2026-05-28 09:50:00,2026-05-28 09:45:00,landed,2026-05-29 13:46:47.316019
1591,VS8354,Virgin Atlantic,BLR,CCU,2026-05-28 08:10:00,2026-05-28 08:21:00,2026-05-28 10:35:00,2026-05-28 10:32:00,landed,2026-05-29 13:46:47.316019
1592,QF5103,Qantas,BLR,CCU,2026-05-28 08:10:00,2026-05-28 08:21:00,2026-05-28 10:35:00,2026-05-28 10:32:00,landed,2026-05-29 13:46:47.316019
1593,JL9779,Japan Airlines,BLR,CCU,2026-05-28 08:10:00,2026-05-28 08:21:00,2026-05-28 10:35:00,2026-05-28 10:32:00,landed,2026-05-29 13:46:47.316019
1594,BA8220,British Airways,BLR,CCU,2026-05-28 08:10:00,2026-05-28 08:21:00,2026-05-28 10:35:00,2026-05-28 10:32:00,landed,2026-05-29 13:46:47.316019
1595,6E6144,IndiGo,BLR,TRV,2026-05-28 10:30:00,2026-05-28 10:36:00,2026-05-28 11:50:00,2026-05-28 11:35:00,landed,2026-05-29 13:46:47.316019
1596,VS8464,Virgin Atlantic,BLR,TRV,2026-05-28 10:30:00,2026-05-28 10:36:00,2026-05-28 11:50:00,2026-05-28 11:35:00,landed,2026-05-29 13:46:47.316019
1597,QF8940,Qantas,BLR,TRV,2026-05-28 10:30:00,2026-05-28 10:36:00,2026-05-28 11:50:00,2026-05-28 11:35:00,landed,2026-05-29 13:46:47.316019
1598,JL9093,Japan Airlines,BLR,TRV,2026-05-28 10:30:00,2026-05-28 10:36:00,2026-05-28 11:50:00,2026-05-28 11:35:00,landed,2026-05-29 13:46:47.316019
1599,BA8817,British Airways,BLR,TRV,2026-05-28 10:30:00,2026-05-28 10:36:00,2026-05-28 11:50:00,2026-05-28 11:35:00,landed,2026-05-29 13:46:47.316019
1600,EK565,Emirates,BLR,DXB,2026-05-28 10:30:00,2026-05-28 10:54:00,2026-05-28 12:45:00,2026-05-28 12:35:00,landed,2026-05-29 13:46:47.316019
1601,AI2852,Air India,BLR,BOM,2026-05-28 10:30:00,2026-05-28 10:40:00,2026-05-28 12:35:00,2026-05-28 12:06:00,landed,2026-05-29 13:46:47.316019
1602,6E6445,IndiGo,BLR,COK,2026-05-28 10:25:00,2026-05-28 10:35:00,2026-05-28 11:30:00,2026-05-28 11:19:00,landed,2026-05-29 13:46:47.316019
1603,VS8369,Virgin Atlantic,BLR,COK,2026-05-28 10:25:00,2026-05-28 10:35:00,2026-05-28 11:30:00,2026-05-28 11:19:00,landed,2026-05-29 13:46:47.316019
1604,QF8359,Qantas,BLR,COK,2026-05-28 10:25:00,2026-05-28 10:35:00,2026-05-28 11:30:00,2026-05-28 11:19:00,landed,2026-05-29 13:46:47.316019
1605,JL9591,Japan Airlines,BLR,COK,2026-05-28 10:25:00,2026-05-28 10:35:00,2026-05-28 11:30:00,2026-05-28 11:19:00,landed,2026-05-29 13:46:47.316019
1606,BA8201,British Airways,BLR,COK,2026-05-28 10:25:00,2026-05-28 10:35:00,2026-05-28 11:30:00,2026-05-28 11:19:00,landed,2026-05-29 13:46:47.316019
1607,AF6463,Air France,BLR,COK,2026-05-28 10:25:00,2026-05-28 10:35:00,2026-05-28 11:30:00,2026-05-28 11:19:00,landed,2026-05-29 13:46:47.316019
1608,IX1498,Air India Express,BLR,IXC,2026-05-28 10:25:00,2026-05-28 10:38:00,2026-05-28 13:35:00,2026-05-28 13:20:00,landed,2026-05-29 13:46:47.316019
1609,AI9490,Air India,BLR,IXC,2026-05-28 10:25:00,2026-05-28 10:38:00,2026-05-28 13:35:00,2026-05-28 13:20:00,landed,2026-05-29 13:46:47.316019
1610,6E7527,IndiGo,BLR,IXM,2026-05-28 10:25:00,2026-05-28 10:42:00,2026-05-28 11:35:00,,active,2026-05-29 13:46:47.316019
1611,6E1091,IndiGo,BLR,SIN,2026-05-28 10:20:00,2026-05-28 10:25:00,2026-05-28 17:40:00,2026-05-28 17:34:00,landed,2026-05-29 13:46:47.316019
1612,QF5984,Qantas,BLR,SIN,2026-05-28 10:20:00,2026-05-28 10:25:00,2026-05-28 17:40:00,2026-05-28 17:34:00,landed,2026-05-29 13:46:47.316019
1613,6E537,IndiGo,BLR,HYD,2026-05-28 10:15:00,2026-05-28 10:17:00,2026-05-28 11:30:00,2026-05-28 11:06:00,landed,2026-05-29 13:46:47.316019
1614,VS8398,Virgin Atlantic,BLR,HYD,2026-05-28 10:15:00,2026-05-28 10:17:00,2026-05-28 11:30:00,2026-05-28 11:06:00,landed,2026-05-29 13:46:47.316019
1615,QF5087,Qantas,BLR,HYD,2026-05-28 10:15:00,2026-05-28 10:17:00,2026-05-28 11:30:00,2026-05-28 11:06:00,landed,2026-05-29 13:46:47.316019
1616,JL9023,Japan Airlines,BLR,HYD,2026-05-28 10:15:00,2026-05-28 10:17:00,2026-05-28 11:30:00,2026-05-28 11:06:00,landed,2026-05-29 13:46:47.316019
1617,BA8292,British Airways,BLR,HYD,2026-05-28 10:15:00,2026-05-28 10:17:00,2026-05-28 11:30:00,2026-05-28 11:06:00,landed,2026-05-29 13:46:47.316019
1618,6E503,IndiGo,BLR,LKO,2026-05-28 10:15:00,2026-05-28 10:21:00,2026-05-28 12:50:00,2026-05-28 12:29:00,landed,2026-05-29 13:46:47.316019
1619,VS8250,Virgin Atlantic,BLR,LKO,2026-05-28 10:15:00,2026-05-28 10:21:00,2026-05-28 12:50:00,2026-05-28 12:29:00,landed,2026-05-29 13:46:47.316019
1620,JL5298,Japan Airlines,BLR,LKO,2026-05-28 10:15:00,2026-05-28 10:21:00,2026-05-28 12:50:00,2026-05-28 12:29:00,landed,2026-05-29 13:46:47.316019
1621,6E6059,IndiGo,BLR,JRG,2026-05-28 10:10:00,2026-05-28 10:24:00,2026-05-28 12:20:00,,active,2026-05-29 13:46:47.316019
1622,SQ7352,Singapore Airlines,BLR,AMS,2026-05-28 10:10:00,2026-05-28 10:49:00,2026-05-28 16:50:00,,scheduled,2026-05-29 13:46:47.316019
1623,IX1494,Air India Express,BLR,JAI,2026-05-28 10:05:00,2026-05-28 10:29:00,2026-05-28 12:40:00,2026-05-28 12:42:00,landed,2026-05-29 13:46:47.316019
1624,AI9706,Air India,BLR,JAI,2026-05-28 10:05:00,2026-05-28 10:29:00,2026-05-28 12:40:00,2026-05-28 12:42:00,landed,2026-05-29 13:46:47.316019
1625,6E5237,IndiGo,BLR,BOM,2026-05-28 10:00:00,2026-05-28 10:00:00,2026-05-28 12:05:00,2026-05-28 11:22:00,landed,2026-05-29 13:46:47.316019
1626,VS8336,Virgin Atlantic,BLR,BOM,2026-05-28 10:00:00,2026-05-28 10:00:00,2026-05-28 12:05:00,2026-05-28 11:22:00,landed,2026-05-29 13:46:47.316019
1627,QF5057,Qantas,BLR,BOM,2026-05-28 10:00:00,2026-05-28 10:00:00,2026-05-28 12:05:00,2026-05-28 11:22:00,landed,2026-05-29 13:46:47.316019
1628,JL9755,Japan Airlines,BLR,BOM,2026-05-28 10:00:00,2026-05-28 10:00:00,2026-05-28 12:05:00,2026-05-28 11:22:00,landed,2026-05-29 13:46:47.316019
1629,S5701,Star Air,BLR,VDY,2026-05-28 10:00:00,2026-05-28 09:47:00,2026-05-28 10:50:00,,active,2026-05-29 13:46:47.316019
1630,IX1480,Air India Express,BLR,LKO,2026-05-28 10:00:00,2026-05-28 10:27:00,2026-05-28 12:40:00,2026-05-28 12:36:00,landed,2026-05-29 13:46:47.316019
1631,AI9475,Air India,BLR,LKO,2026-05-28 10:00:00,2026-05-28 10:27:00,2026-05-28 12:40:00,2026-05-28 12:36:00,landed,2026-05-29 13:46:47.316019
1632,QP623,Akasa Air,BLR,HKT,2026-05-28 09:55:00,2026-05-28 10:07:00,2026-05-28 15:05:00,2026-05-28 14:48:00,landed,2026-05-29 13:46:47.316019
1633,QP1523,Akasa Air,BLR,VNS,2026-05-28 09:55:00,2026-05-28 10:05:00,2026-05-28 12:25:00,2026-05-28 12:11:00,landed,2026-05-29 13:46:47.316019
1634,IX2816,Air India Express,BLR,PAT,2026-05-28 09:50:00,2026-05-28 09:59:00,2026-05-28 12:30:00,2026-05-28 12:08:00,landed,2026-05-29 13:46:47.316019
1635,AI9898,Air India,BLR,PAT,2026-05-28 09:50:00,2026-05-28 09:59:00,2026-05-28 12:30:00,2026-05-28 12:08:00,landed,2026-05-29 13:46:47.316019
1636,QP1323,Akasa Air,BLR,GAU,2026-05-28 09:45:00,2026-05-28 09:56:00,2026-05-28 13:00:00,2026-05-28 12:35:00,landed,2026-05-29 13:46:47.316019
1637,QP1513,Akasa Air,BLR,DBR,2026-05-28 09:40:00,2026-05-28 10:02:00,2026-05-28 12:15:00,,active,2026-05-29 13:46:47.316019
1638,VS8426,Virgin Atlantic,BLR,JAI,2026-05-28 09:35:00,2026-05-28 09:45:00,2026-05-28 12:05:00,2026-05-28 11:50:00,landed,2026-05-29 13:46:47.316019
1639,QF8886,Qantas,BLR,JAI,2026-05-28 09:35:00,2026-05-28 09:45:00,2026-05-28 12:05:00,2026-05-28 11:50:00,landed,2026-05-29 13:46:47.316019
1640,VS8374,Virgin Atlantic,BLR,DEL,2026-05-28 09:30:00,2026-05-28 09:39:00,2026-05-28 12:30:00,2026-05-28 12:26:00,landed,2026-05-29 13:46:47.316019
1641,QF4206,Qantas,BLR,DEL,2026-05-28 09:30:00,2026-05-28 09:39:00,2026-05-28 12:30:00,2026-05-28 12:26:00,landed,2026-05-29 13:46:47.316019
1642,JL5288,Japan Airlines,BLR,DEL,2026-05-28 09:30:00,2026-05-28 09:39:00,2026-05-28 12:30:00,2026-05-28 12:26:00,landed,2026-05-29 13:46:47.316019
1643,AI9682,Air India,BLR,IXR,2026-05-28 09:20:00,2026-05-28 09:42:00,2026-05-28 11:45:00,,active,2026-05-29 13:46:47.316019
1644,VS8406,Virgin Atlantic,BLR,HYD,2026-05-28 09:15:00,2026-05-28 09:18:00,2026-05-28 10:30:00,2026-05-28 10:15:00,landed,2026-05-29 13:46:47.316019
1645,QF5085,Qantas,BLR,HYD,2026-05-28 09:15:00,2026-05-28 09:18:00,2026-05-28 10:30:00,2026-05-28 10:15:00,landed,2026-05-29 13:46:47.316019
1646,JL9783,Japan Airlines,BLR,HYD,2026-05-28 09:15:00,2026-05-28 09:18:00,2026-05-28 10:30:00,2026-05-28 10:15:00,landed,2026-05-29 13:46:47.316019
1647,BA8290,British Airways,BLR,HYD,2026-05-28 09:15:00,2026-05-28 09:18:00,2026-05-28 10:30:00,2026-05-28 10:15:00,landed,2026-05-29 13:46:47.316019
1648,AI9497,Air India,BLR,GAU,2026-05-28 09:15:00,2026-05-28 09:37:00,2026-05-28 12:25:00,2026-05-28 12:20:00,landed,2026-05-29 13:46:47.316019
1649,AI9635,Air India,BLR,IXB,2026-05-28 09:10:00,2026-05-28 09:16:00,2026-05-28 12:00:00,2026-05-28 11:47:00,landed,2026-05-29 13:46:47.316019
1650,VS8225,Virgin Atlantic,BLR,VNS,2026-05-28 09:05:00,2026-05-28 09:05:00,2026-05-28 11:25:00,2026-05-28 11:10:00,landed,2026-05-29 13:46:47.316019
1651,JL8458,Japan Airlines,BLR,VNS,2026-05-28 09:05:00,2026-05-28 09:05:00,2026-05-28 11:25:00,2026-05-28 11:10:00,landed,2026-05-29 13:46:47.316019
1652,QF8946,Qantas,BLR,CMB,2026-05-28 09:05:00,2026-05-28 09:00:00,2026-05-28 10:30:00,2026-05-28 10:07:00,landed,2026-05-29 13:46:47.316019
1653,AF6486,Air France,BLR,CMB,2026-05-28 09:05:00,2026-05-28 09:00:00,2026-05-28 10:30:00,2026-05-28 10:07:00,landed,2026-05-29 13:46:47.316019
1654,AI9934,Air India,BLR,CCJ,2026-05-28 09:00:00,2026-05-28 09:11:00,2026-05-28 10:05:00,,active,2026-05-29 13:46:47.316019
1655,AI9404,Air India,BLR,BBI,2026-05-28 08:55:00,2026-05-28 09:09:00,2026-05-28 11:05:00,,active,2026-05-29 13:46:47.316019
1656,AI9480,Air India,BLR,MAA,2026-05-28 08:40:00,2026-05-28 08:58:00,2026-05-28 09:50:00,2026-05-28 09:39:00,landed,2026-05-29 13:46:47.316019
1657,AI9455,Air India,BLR,COK,2026-05-28 08:40:00,2026-05-28 08:48:00,2026-05-28 09:55:00,2026-05-28 09:35:00,landed,2026-05-29 13:46:47.316019
1658,AI9778,Air India,BLR,AMD,2026-05-28 08:40:00,2026-05-28 08:44:00,2026-05-28 10:50:00,2026-05-28 10:35:00,landed,2026-05-29 13:46:47.316019
1659,VS8231,Virgin Atlantic,BLR,AMD,2026-05-28 08:35:00,2026-05-28 08:36:00,2026-05-28 10:45:00,2026-05-28 10:28:00,landed,2026-05-29 13:46:47.316019
1660,QF8399,Qantas,BLR,AMD,2026-05-28 08:35:00,2026-05-28 08:36:00,2026-05-28 10:45:00,2026-05-28 10:28:00,landed,2026-05-29 13:46:47.316019
1661,JL5190,Japan Airlines,BLR,AMD,2026-05-28 08:35:00,2026-05-28 08:36:00,2026-05-28 10:45:00,2026-05-28 10:28:00,landed,2026-05-29 13:46:47.316019
1662,VS8337,Virgin Atlantic,BLR,BOM,2026-05-28 08:30:00,2026-05-28 08:35:00,2026-05-28 10:15:00,2026-05-28 09:57:00,landed,2026-05-29 13:46:47.316019
1663,QF5065,Qantas,BLR,BOM,2026-05-28 08:30:00,2026-05-28 08:35:00,2026-05-28 10:15:00,2026-05-28 09:57:00,landed,2026-05-29 13:46:47.316019
1664,JL9753,Japan Airlines,BLR,BOM,2026-05-28 08:30:00,2026-05-28 08:35:00,2026-05-28 10:15:00,2026-05-28 09:57:00,landed,2026-05-29 13:46:47.316019
1665,BA7969,British Airways,BLR,BOM,2026-05-28 08:30:00,2026-05-28 08:35:00,2026-05-28 10:15:00,2026-05-28 09:57:00,landed,2026-05-29 13:46:47.316019
1666,VS8435,Virgin Atlantic,BLR,LKO,2026-05-28 07:20:00,2026-05-28 07:32:00,2026-05-28 09:50:00,2026-05-28 09:40:00,landed,2026-05-29 13:46:47.316019
1667,QF8875,Qantas,BLR,LKO,2026-05-28 07:20:00,2026-05-28 07:32:00,2026-05-28 09:50:00,2026-05-28 09:40:00,landed,2026-05-29 13:46:47.316019
1668,VS8339,Virgin Atlantic,BLR,BOM,2026-05-28 07:25:00,2026-05-28 07:35:00,2026-05-28 09:10:00,2026-05-28 08:53:00,landed,2026-05-29 13:46:47.316019
1669,QF5051,Qantas,BLR,BOM,2026-05-28 07:25:00,2026-05-28 07:35:00,2026-05-28 09:10:00,2026-05-28 08:53:00,landed,2026-05-29 13:46:47.316019
1670,JL9751,Japan Airlines,BLR,BOM,2026-05-28 07:25:00,2026-05-28 07:35:00,2026-05-28 09:10:00,2026-05-28 08:53:00,landed,2026-05-29 13:46:47.316019
1671,BA7970,British Airways,BLR,BOM,2026-05-28 07:25:00,2026-05-28 07:35:00,2026-05-28 09:10:00,2026-05-28 08:53:00,landed,2026-05-29 13:46:47.316019
1672,KL3710,KLM,BLR,TRV,2026-05-28 07:20:00,2026-05-28 07:40:00,2026-05-28 08:40:00,2026-05-28 08:37:00,landed,2026-05-29 13:46:47.316019
1673,VS8458,Virgin Atlantic,BLR,RPR,2026-05-28 07:40:00,2026-05-28 07:50:00,2026-05-28 09:25:00,2026-05-28 09:22:00,landed,2026-05-29 13:46:47.316019
1674,VS8397,Virgin Atlantic,BLR,HYD,2026-05-28 08:15:00,2026-05-28 08:14:00,2026-05-28 09:30:00,2026-05-28 09:02:00,landed,2026-05-29 13:46:47.316019
1675,QF5083,Qantas,BLR,HYD,2026-05-28 08:15:00,2026-05-28 08:14:00,2026-05-28 09:30:00,2026-05-28 09:02:00,landed,2026-05-29 13:46:47.316019
1676,JL9019,Japan Airlines,BLR,HYD,2026-05-28 08:15:00,2026-05-28 08:14:00,2026-05-28 09:30:00,2026-05-28 09:02:00,landed,2026-05-29 13:46:47.316019
1677,BA8291,British Airways,BLR,HYD,2026-05-28 08:15:00,2026-05-28 08:14:00,2026-05-28 09:30:00,2026-05-28 09:02:00,landed,2026-05-29 13:46:47.316019
1678,AF6516,Air France,BLR,HYD,2026-05-28 08:15:00,2026-05-28 08:14:00,2026-05-28 09:30:00,2026-05-28 09:02:00,landed,2026-05-29 13:46:47.316019
1679,KL4522,KLM,BLR,IDR,2026-05-28 07:30:00,2026-05-28 07:43:00,2026-05-28 09:25:00,2026-05-28 09:21:00,landed,2026-05-29 13:46:47.316019
1680,VS8412,Virgin Atlantic,BLR,IDR,2026-05-28 07:30:00,2026-05-28 07:43:00,2026-05-28 09:25:00,2026-05-28 09:21:00,landed,2026-05-29 13:46:47.316019
1681,QF8911,Qantas,BLR,IDR,2026-05-28 07:30:00,2026-05-28 07:43:00,2026-05-28 09:25:00,2026-05-28 09:21:00,landed,2026-05-29 13:46:47.316019
1682,JL8454,Japan Airlines,BLR,CJB,2026-05-28 08:05:00,2026-05-28 08:29:00,2026-05-28 09:00:00,2026-05-28 09:12:00,landed,2026-05-29 13:46:47.316019
1683,6E415,IndiGo,BLR,JAI,2026-05-28 09:35:00,2026-05-28 09:45:00,2026-05-28 12:05:00,2026-05-28 11:50:00,landed,2026-05-29 13:46:47.316019
1684,6E830,IndiGo,BLR,DEL,2026-05-28 09:30:00,2026-05-28 09:39:00,2026-05-28 12:30:00,2026-05-28 12:26:00,landed,2026-05-29 13:46:47.316019
1685,6E524,IndiGo,BLR,IXA,2026-05-28 09:25:00,2026-05-28 09:33:00,2026-05-28 12:20:00,2026-05-28 11:59:00,landed,2026-05-29 13:46:47.316019
1686,IX2786,Air India Express,BLR,IXR,2026-05-28 09:20:00,2026-05-28 09:42:00,2026-05-28 11:45:00,,active,2026-05-29 13:46:47.316019
1687,QR8695,Qatar Airways,BLR,DOH,2026-05-28 11:45:00,,2026-05-28 13:10:00,,,2026-05-29 13:46:47.316019
1688,6E312,IndiGo,BLR,HYD,2026-05-28 09:15:00,2026-05-28 09:18:00,2026-05-28 10:30:00,2026-05-28 10:15:00,landed,2026-05-29 13:46:47.316019
1689,IX2931,Air India Express,BLR,GAU,2026-05-28 09:15:00,2026-05-28 09:37:00,2026-05-28 12:25:00,2026-05-28 12:20:00,landed,2026-05-29 13:46:47.316019
1690,AI2604,Air India,BLR,BOM,2026-05-28 09:15:00,2026-05-28 09:22:00,2026-05-28 11:15:00,2026-05-28 10:51:00,landed,2026-05-29 13:46:47.316019
1691,IX2892,Air India Express,BLR,IXB,2026-05-28 09:10:00,2026-05-28 09:16:00,2026-05-28 12:00:00,2026-05-28 11:47:00,landed,2026-05-29 13:46:47.316019
1692,6E6558,IndiGo,BLR,VNS,2026-05-28 09:05:00,2026-05-28 09:05:00,2026-05-28 11:25:00,2026-05-28 11:10:00,landed,2026-05-29 13:46:47.316019
1693,6E1167,IndiGo,BLR,CMB,2026-05-28 09:05:00,2026-05-28 09:00:00,2026-05-28 10:30:00,2026-05-28 10:07:00,landed,2026-05-29 13:46:47.316019
1694,AI2868,Air India,BLR,DEL,2026-05-28 09:00:00,2026-05-28 09:03:00,2026-05-28 12:00:00,2026-05-28 11:45:00,landed,2026-05-29 13:46:47.316019
1695,IX1489,Air India Express,BLR,CCJ,2026-05-28 09:00:00,2026-05-28 09:11:00,2026-05-28 10:05:00,,active,2026-05-29 13:46:47.316019
1696,IX1486,Air India Express,BLR,BBI,2026-05-28 08:55:00,2026-05-28 09:09:00,2026-05-28 11:05:00,,active,2026-05-29 13:46:47.316019
1697,6E6495,IndiGo,BLR,IXJ,2026-05-28 08:50:00,2026-05-28 08:55:00,2026-05-28 12:00:00,2026-05-28 12:03:00,landed,2026-05-29 13:46:47.316019
1698,IX2926,Air India Express,BLR,MAA,2026-05-28 08:40:00,2026-05-28 08:58:00,2026-05-28 09:50:00,2026-05-28 09:39:00,landed,2026-05-29 13:46:47.316019
1699,IX1893,Air India Express,BLR,COK,2026-05-28 08:40:00,2026-05-28 08:48:00,2026-05-28 09:55:00,2026-05-28 09:35:00,landed,2026-05-29 13:46:47.316019
1700,IX2013,Air India Express,BLR,AMD,2026-05-28 08:40:00,2026-05-28 08:44:00,2026-05-28 10:50:00,2026-05-28 10:35:00,landed,2026-05-29 13:46:47.316019
1701,JL9049,Japan Airlines,BLR,LKO,2026-05-28 07:20:00,2026-05-28 07:32:00,2026-05-28 09:50:00,2026-05-28 09:40:00,landed,2026-05-29 13:46:47.316019
1702,AI9600,Air India,BLR,HYD,2026-05-28 07:20:00,2026-05-28 07:34:00,2026-05-28 08:40:00,2026-05-28 08:34:00,landed,2026-05-29 13:46:47.316019
1703,VS8462,Virgin Atlantic,BLR,TRV,2026-05-28 07:20:00,2026-05-28 07:40:00,2026-05-28 08:40:00,2026-05-28 08:37:00,landed,2026-05-29 13:46:47.316019
1704,QF8939,Qantas,BLR,TRV,2026-05-28 07:20:00,2026-05-28 07:40:00,2026-05-28 08:40:00,2026-05-28 08:37:00,landed,2026-05-29 13:46:47.316019
1705,JL9091,Japan Airlines,BLR,TRV,2026-05-28 07:20:00,2026-05-28 07:40:00,2026-05-28 08:40:00,2026-05-28 08:37:00,landed,2026-05-29 13:46:47.316019
1706,VS8656,Virgin Atlantic,BLR,BBI,2026-05-28 07:30:00,2026-05-28 07:53:00,2026-05-28 09:35:00,,active,2026-05-29 13:46:47.316019
1707,BA8235,British Airways,BLR,BBI,2026-05-28 07:30:00,2026-05-28 07:53:00,2026-05-28 09:35:00,,active,2026-05-29 13:46:47.316019
1708,AF3796,Air France,BLR,TRV,2026-05-28 07:20:00,2026-05-28 07:40:00,2026-05-28 08:40:00,2026-05-28 08:37:00,landed,2026-05-29 13:46:47.316019
1709,AI9749,Air India,BLR,LKO,2026-05-28 07:10:00,2026-05-28 07:38:00,2026-05-28 09:50:00,2026-05-28 09:57:00,landed,2026-05-29 13:46:47.316019
1710,AI9840,Air India,BLR,VGA,2026-05-28 07:10:00,2026-05-28 07:30:00,2026-05-28 08:30:00,,active,2026-05-29 13:46:47.316019
1711,VS8442,Virgin Atlantic,BLR,MAA,2026-05-28 07:15:00,2026-05-28 07:47:00,2026-05-28 08:15:00,2026-05-28 08:29:00,landed,2026-05-29 13:46:47.316019
